Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
,,,Ашерона и Пиро | 5 stars | 100 | 78034,2107410,4843942,0,,,Вердок и Фито | 6 stars | 130 | 204020,1968828,2092212,0,
,,,Тотем Духа Огня | 6 stars | 110,18247458,0,0,,,Тотем Духа Земли | 6 stars | 130,14179079,18064549,0,
,,,Тотем Духа Тьмы | 3 stars | 74,335176,0,0,,,,,,,

Академия Магов (Позиция 3),Поражение,0,Орел (130-702566),,,,,,AKATUKI (130-1052793),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 5 stars | 130 | 121323,1168539,699235,398002,Векс | 2405,,Данте | Красный +2 | 6 stars | 130 | 201883,2994951,429198,1180000,Каин | 11064
,,,Лирия | Красный +1 | 6 stars | 130 | 141220,978537,1213805,291241,Фенрис | 4576,,Эйден | Красный +2 | 6 stars | 130 | 122383,435495,1256855,450164,
,,,Корвус | Красный +1 | 6 stars | 130 | 127249,591326,655345,21780,Оливер | 5445,,Лирия | Красный +2 | 6 stars | 130 | 192292,299145,1298396,850808,Оливер | 11064
,,,Морриган | Оранжевый +4 | 6 stars | 130 | 96297,194059,631784,289445,Аксель | 6842,,Себастьян | Красный +2 | 6 stars | 130 | 171851,0,0,0,Альбус | 11064
,,,Марта | Красный +1 | 6 stars | 130 | 95618,51988,529422,206294,,,Лара Крофт | Красный +2 | 5 stars | 130 | 182441,0,0,0,Векс | 11064
,,,Аксель | Фиолетовый +2 | 4 stars | 130 | 120859,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 2),Поражение,+4,Орел (130-713296),,,,,,norasann (130-1176308),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +1 | 6 stars | 130 | 126216,340588,199326,0,Аксель | 6842,,Айзек | Красный +2 | 6 stars | 130 | 192303,1021923,57783,0,Оливер | 11064
,,,Эйден | Красный +1 | 6 stars | 130 | 100265,83620,605977,40658,Хорус | 7716,,Ясмин | Красный +2 | 6 stars | 130 | 200664,562718,85031,0,Каин | 9470
,,,Себастьян | Красный +1 | 6 stars | 130 | 132308,38136,343232,0,Фенрис | 4576,,Себастьян | Красный +2 | 6 stars | 130 | 203138,430936,58306,0,Фенрис | 11064
,,,Айзек | Красный +1 | 6 stars | 130 | 122469,27440,301057,0,,,Астарот | Красный +2 | 6 stars | 130 | 200873,32013,247088,0,Бисквит | 11064
,,,Исмаил | Красный | 6 stars | 130 | 111179,17247,605977,0,Оливер | 5445,,Марта | Красный +2 | 6 stars | 130 | 197387,7979,58823,58822,Аксель | 11064
,,,Аксель | Фиолетовый +2 | 4 stars | 130 | 120859,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Литейная (Позиция 5),Победа,+35,РомаРио (130-916673),,,,,,norasann (130-1112015),Увеличение здоровья (112%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Кира | Красный +2 | 6 stars | 130 | 189834,6572073,660233,1118885,Альбус | 11064,,Корвус | Красный +2 | 6 stars | 130 | 200913,1014363,2385394,0,Альбус | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 139270,1062903,263004,0,Фенрис | 10154,,Джинджер | Красный +2 | 6 stars | 130 | 170949,616651,813391,0,Векс | 7804
,,,Лирия | Красный +2 | 6 stars | 130 | 145477,939080,963042,164670,Оливер | 6877,,Аврора | Красный +2 | 6 stars | 130 | 203327,319031,2541293,0,Мерлин | 7804
,,,Небула | Красный +2 | 6 stars | 130 | 132641,468727,164957,120229,Каин | 5766,,Майя | Красный +2 | 6 stars | 130 | 174492,253259,1353605,22448,
,,,Марта | Красный +2 | 6 stars | 130 | 127508,105425,222221,798829,Аксель | 9468,,Йорген | Красный +2 | 6 stars | 130 | 180391,70153,2776047,0,
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,721522,0,0,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,659208,

Академия Магов (Позиция 3),Поражение,0,B.i.G (130-802502),,,,,,AKATUKI (130-1052793),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Криста | Красный +2 | 6 stars | 130 | 162871,2497494,819621,385256,Аксель | 6993,,Данте | Красный +2 | 6 stars | 130 | 201883,1591277,570351,368959,Каин | 11064
,,,Селеста | Красный +2 | 6 stars | 130 | 149235,375511,421251,171347,Хорус | 6894,,Лирия | Красный +2 | 6 stars | 130 | 192292,289057,1884137,1057712,Оливер | 11064
,,,Ларс | Красный +2 | 6 stars | 130 | 143128,319348,397740,0,Мара | 4133,,Эйден | Красный +2 | 6 stars | 130 | 122383,129620,1814937,633090,
,,,Цин Мао | Красный | 6 stars | 130 | 78774,5408,172350,0,Каин | 6894,,Себастьян | Красный +2 | 6 stars | 130 | 171851,0,0,0,Альбус | 11064
,,,Арахна | Красный | 6 stars | 130 | 89631,0,198992,0,Альбус | 10504,,Лара Крофт | Красный +2 | 5 stars | 130 | 182441,0,0,0,Векс | 11064
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 178863,1071664,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Литейная (Позиция 1),Победа,+35,B.i.G (130-1033883),,,,,,GAPUU (130-1135080),Увеличение здоровья (112%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Красный +2 | 6 stars | 130 | 188529,5466517,2626128,1749281,Фенрис | 8518,,Корвус | Красный +2 | 6 stars | 130 | 200748,2206537,2724569,0,Альбус | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 177544,3661373,704141,38595,Оливер | 9188,,Ясмин | Красный +2 | 6 stars | 130 | 201614,1604805,1034045,0,Фенрис | 11064
,,,Галахад | Красный +2 | 6 stars | 130 | 199746,632352,1163254,65010,Альбус | 10504,,Джу | Красный +2 | 6 stars | 130 | 190688,747905,1942288,0,Векс | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 186668,111880,224066,645413,Каин | 6894,,Айзек | Красный +2 | 6 stars | 130 | 174386,177888,1154986,0,Оливер | 11064
,,,Марта | Красный +2 | 6 stars | 130 | 159818,21292,369980,1474311,Аксель | 6993,,Морриган | Красный +2 | 6 stars | 130 | 185701,152564,2839656,745595,
,,,Аксель | Фиолетовый +2 | 5 stars | 130 | 121578,0,0,0,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,864585,

Литейная (Позиция 2),Поражение,+34,B.i.G (130-766860),,,,,,Karn (130-843514),Увеличение здоровья (112%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 6 stars | 130 | 144123,3530520,544682,646288,Векс | 7224,,Корвус | Красный +2 | 6 stars | 130 | 147523,1003722,1359396,0,
,,,Данте | Красный +2 | 6 stars | 130 | 182405,2818980,529854,0,Каин | 6894,,Тесак | Красный +2 | 6 stars | 130 | 176064,217349,1713227,71506,
,,,Каскад | Красный | 6 stars | 130 | 94566,875016,348255,0,Хорус | 6894,,Муши и Шрум | Оранжевый +3 | 6 stars | 130 | 82863,72522,1977537,476846,
,,,Айзек | Красный +2 | 6 stars | 130 | 141632,510690,537813,0,Аксель | 6993,,Лютер | Красный +2 | 6 stars | 130 | 152201,64811,1771397,0,
,,,Фафнир | Оранжевый +3 | 6 stars | 130 | 83100,0,402355,0,Мара | 4133,,Руфус | Красный | 6 stars | 130 | 102920,25759,1113630,76213,
,,,Каин | Фиолетовый +2 | 5 stars | 130 | 121034,138117,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,1040660,0,0,

Врата Природы (Позиция 1),Поражение,+8,B.i.G (130-965337),,,,,,Hachi (130-1120606),Снижение входящего урона (26%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Солярис | 6 stars | 130 | 219072,9136353,12143689,800905,,,Эдем | 6 stars | 130 | 220795,11689183,3741940,0,
,,,Игнис | 6 stars | 130 | 193190,4826155,10428080,0,,,Ангус | 6 stars | 130 | 237551,8776599,7551040,0,
,,,Араджи | 6 stars | 130 | 192394,4157764,7938834,0,,,Сильва | 6 stars | 130 | 237472,4313671,3330788,0,
,,,Молох | 6 stars | 130 | 195076,3187621,13470362,0,,,Вердок и Фито | 6 stars | 130 | 204020,3510565,3741940,0,
,,,Ияри | 6 stars | 111 | 165605,3025854,12380061,2594049,,,Авалон | 6 stars | 130 | 220768,3202760,1665394,0,
,,,Тотем Духа Огня | 6 stars | 130,19026458,1713562,0,,,Тотем Духа Земли | 6 stars | 130,24868248,24207520,0,
,,,Тотем Духа Света | 3 stars | 94,137261,0,0,,,,,,,

Источник Стихий (Позиция 2),Поражение,+31,B.i.G (130-770753),,,,,,DUHAayanami (130-888282),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Вулкан | 6 stars | 110 | 157911,12634202,6122867,0,,,Тенебрис | 6 stars | 130 | 229460,13612012,11304251,2911583,
,,,Гиперион | 6 stars | 130 | 169279,8265752,13177371,1429207,,,Эдем | 6 stars | 130 | 170893,9750024,8840729,0,
,,,Ашерона и Пиро | 6 stars | 101 | 164405,8189925,9095586,0,,,Ангус | 6 stars | 130 | 155320,6394735,15334321,0,
,,,Тенебрис | 6 stars | 130 | 198936,5403926,11093303,2320041,,,Брустар | 6 stars | 130 | 195811,4743870,14873896,0,
,,,Мор | 6 stars | 100 | 80222,839033,7251247,96811,,,Авалон | 6 stars | 130 | 136798,2218574,11720351,0,
,,,Тотем Духа Огня | 6 stars | 130,28101610,1713562,0,,,Тотем Духа Тьмы | 4 stars | 130,9314367,0,0,
,,,Тотем Духа Тьмы | 2 stars | 90,1713939,0,540000,,,Тотем Духа Земли | 3 stars | 130,706792,3074839,0,

Академия Магов (Позиция 3),Поражение,0,Santa (130-781678),,,,,,AKATUKI (130-1052793),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 4 stars | 130 | 133111,177454,369232,0,Векс | 7632,,Данте | Красный +2 | 6 stars | 130 | 201883,1592243,0,369454,Каин | 11064
,,,Тея | Красный +2 | 6 stars | 130 | 180943,6236,620867,0,Мерлин | 6484,,Лирия | Красный +2 | 6 stars | 130 | 192292,361165,93376,145458,Оливер | 11064
,,,Морриган | Красный +1 | 6 stars | 130 | 99379,1758,372623,0,Оливер | 8518,,Эйден | Красный +2 | 6 stars | 130 | 122383,46428,93376,71214,
,,,Орион | Оранжевый +4 | 6 stars | 130 | 81205,1304,189158,0,Бисквит | 6894,,Себастьян | Красный +2 | 6 stars | 130 | 171851,0,0,0,Альбус | 11064
,,,Дориан | Красный +1 | 6 stars | 130 | 115107,0,447956,0,Аксель | 4233,,Лара Крофт | Красный +2 | 5 stars | 130 | 182441,0,0,0,Векс | 11064
,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 171933,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Литейная (Позиция 2),Победа,+1,Kamul27rus (130-968957),,,,,,Karn (130-843514),Увеличение здоровья (112%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Исмаил | Красный +2 | 6 stars | 130 | 152727,52655,0,0,Оливер | 6894,,Корвус | Красный +2 | 6 stars | 130 | 147523,4064,57440,0,
,,,Галахад | Красный +2 | 6 stars | 130 | 163226,4785,4064,0,Альбус | 10154,,Тесак | Красный +2 | 6 stars | 130 | 176064,0,0,0,
,,,Тея | Красный +2 | 6 stars | 130 | 178371,0,0,0,Мерлин | 8108,,Лютер | Красный +2 | 6 stars | 130 | 152201,0,0,0,
,,,Джу | Красный +2 | 6 stars | 130 | 151529,0,0,0,Векс | 6966,,Руфус | Красный | 6 stars | 130 | 102920,0,0,0,
